,fecha,tweets
147,2020-04-03 00:25:40,RT @Jay_Clandestino: @RubenLoor16 @soyfdelrincon No le alcanzó el cheque de rueditas a este asqueroso de Fernandito golpea mujeres. Diciend…
148,2020-04-03 00:25:34,RT @CulturaVialEC: En #Guayaquil la desobediencia civil a la orden del día y siguen luchando por mantenerse en los primeros lugares de cont…
149,2020-04-03 00:25:32,"RT @EcuadorVideo: Situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia, y le niega…"
150,2020-04-03 00:25:32,"RT @emirmontoya: @robinrobles Robinsón, necesitamos ayuda internacional de Cuba, China, Rusia, Alemania.
El gobierno no puede, no sabe, no…"
151,2020-04-03 00:25:30,"RT @EcuadorVideo: Situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia, y le niega…"
152,2020-04-03 00:25:22,@Fridakl21 @Carlittos593 Definitivamente!! #MorenoVirus #ElPeorGobiernoDeLaHistoria #ElGobiernoTeMiente #EcuadorEnEmergencia
153,2020-04-03 00:25:17,"RT @robinrobles: #ALERTA otro caso, con datos claros y detalles de la ubicación, es imprescindible retirar ese cuerpo. Es un foco de contag…"
154,2020-04-03 00:25:17,"RT @emirmontoya: @robinrobles Robinsón, necesitamos ayuda internacional de Cuba, China, Rusia, Alemania.
El gobierno no puede, no sabe, no…"
155,2020-04-03 00:25:17,"RT @BaironValleP: ¡NOS ESTABAN MINTIENDO!
@ComunicacionEc pretendió desviar la atención insinuando como #FakeNews a las noticias de persona…"
156,2020-04-03 00:25:16,RT @LEXKANDER: #EcuadorEnEmergencia que pena que el mundo nos vea así. 😣 https://t.co/bdLv8VUSO4
157,2020-04-03 00:25:12,"RT @EcuadorVideo: Situación muy triste en la que un joven pide desesperado   atención para su madre por su estado de emergencia, y le niega…"
158,2020-04-03 00:25:08,RT @CarmenN02585091: #EcuadorEnEmergencia 🔊De verdad que duele‼️Personas muriendo en la calle a consecuencia del #COVID19. Qué pena‼️Nada m…
159,2020-04-03 00:25:07,"RT @robinrobles: #ALERTA otro caso, con datos claros y detalles de la ubicación, es imprescindible retirar ese cuerpo. Es un foco de contag…"
160,2020-04-03 00:25:07,RT @rudytomastejada: @PedroPabloDuart @aguschmer @Cupsfire_gye @EmergenciasEc @tinocotania Favor su ayuda con el señor. #GuayaquilSOS #Ecua…
161,2020-04-03 00:24:54,"RT @emirmontoya: @robinrobles Robinsón, necesitamos ayuda internacional de Cuba, China, Rusia, Alemania.
El gobierno no puede, no sabe, no…"
